incident_id,incident_category,severity,incident_description,resolution_status,location
2899,Transportation Failure,Medium,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 1.,Open,Chennai
2900,Documentation Error,Low,Purchase order details inconsistent. Reported at Ahmedabad facility during shift 1.,Resolved,Ahmedabad
2901,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Mumbai facility during shift 1.,Resolved,Delhi
2902,Customs Issue,Low,Import documentation under review. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad
2903,Transportation Failure,Low,Fleet utilization exceeded available capacity. Reported at Delhi facility during shift 1.,Resolved,Mumbai
2904,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Kolkata facility during shift 2.,Open,Chennai
2905,Shipment Delay,Low,Rail transport delay impacted delivery timeline. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad
2906,Inventory Shortage,Low,Demand exceeded available stock levels. Reported at Bengaluru facility during shift 1.,Open,Kolkata
2907,Transportation Failure,Low,Driver unavailable for scheduled route. Reported at Bengaluru facility during shift 3.,Open,Ahmedabad
2908,Customs Issue,Low,Country-specific restriction affected import. Reported at Hyderabad facility during shift 3.,In Progress,Delhi
2909,Shipment Delay,High,Truck breakdown caused delivery delay. Reported at Hyderabad facility during shift 1.,Resolved,Kolkata
2910,Customs Issue,High,Shipment flagged for compliance audit. Reported at Delhi facility during shift 2.,Resolved,Pune
2911,Inventory Shortage,Low,Inventory replenishment delayed. Reported at Hyderabad facility during shift 2.,Resolved,Bengaluru
2912,Customs Issue,High,Trade compliance review delayed processing. Reported at Pune facility during shift 2.,Open,Chennai
2913,Warehouse Issue,Medium,Order consolidation process delayed shipment. Reported at Bengaluru facility during shift 3.,Resolved,Pune
2914,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Ahmedabad facility during shift 1.,Open,Ahmedabad
2915,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 1.,In Progress,Pune
2916,Documentation Error,High,Incorrect consignee information provided. Reported at Kolkata facility during shift 2.,Open,Bengaluru
2917,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Hyderabad facility during shift 1.,Open,Chennai
2918,Inventory Shortage,Low,Inventory forecast underestimated demand. Reported at Chennai facility during shift 2.,Resolved,Delhi
2919,Transportation Failure,Low,Logistics partner experienced operational failure. Reported at Ahmedabad facility during shift 2.,Resolved,Chennai
2920,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Mumbai facility during shift 2.,Resolved,Chennai
2921,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Delhi facility during shift 1.,Resolved,Mumbai
2922,Damaged Goods,High,Water exposure damaged packaged goods. Reported at Hyderabad facility during shift 1.,Resolved,Chennai
2923,Inventory Shortage,Low,Procurement delay affected inventory availability. Reported at Hyderabad facility during shift 1.,Open,Chennai
2924,Documentation Error,Medium,Incorrect consignee information provided. Reported at Kolkata facility during shift 2.,Resolved,Ahmedabad
2925,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Hyderabad facility during shift 3.,In Progress,Pune
2926,Damaged Goods,Critical,Shipment contents damaged in transit. Reported at Kolkata facility during shift 1.,In Progress,Ahmedabad
2927,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Delhi facility during shift 2.,Open,Mumbai
2928,Shipment Delay,High,Cargo loading completed behind schedule. Reported at Chennai facility during shift 1.,Resolved,Mumbai
2929,Shipment Delay,High,Unexpected weather conditions slowed transportation. Reported at Chennai facility during shift 3.,Resolved,Bengaluru
2930,Shipment Delay,High,Last-mile delivery partner unavailable. Reported at Kolkata facility during shift 2.,Open,Ahmedabad
2931,Inventory Shortage,Low,Supplier delay created inventory gap. Reported at Chennai facility during shift 3.,Open,Pune
2932,Transportation Failure,Low,Transport route disruption due to road closure. Reported at Delhi facility during shift 3.,Resolved,Mumbai
2933,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Chennai facility during shift 2.,Resolved,Chennai
2934,Transportation Failure,Low,Fleet utilization exceeded available capacity. Reported at Mumbai facility during shift 1.,Resolved,Bengaluru
2935,Damaged Goods,Medium,Product packaging torn during loading. Reported at Chennai facility during shift 2.,Resolved,Hyderabad
2936,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 2.,Resolved,Bengaluru
2937,Shipment Delay,Medium,Shipment delayed due to customs inspection. Reported at Kolkata facility during shift 1.,Resolved,Pune
2938,Transportation Failure,Low,Fuel supply issue interrupted transportation. Reported at Kolkata facility during shift 3.,Open,Bengaluru
2939,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Chennai facility during shift 2.,Resolved,Bengaluru
2940,Documentation Error,Critical,Purchase order details inconsistent. Reported at Delhi facility during shift 2.,In Progress,Kolkata
2941,Transportation Failure,Medium,Transportation network disruption reported. Reported at Delhi facility during shift 1.,Open,Bengaluru
2942,Warehouse Issue,Low,Storage location information incorrect. Reported at Ahmedabad facility during shift 1.,In Progress,Kolkata
2943,Transportation Failure,Critical,Fuel supply issue interrupted transportation. Reported at Mumbai facility during shift 2.,Resolved,Chennai
2944,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Mumbai facility during shift 1.,In Progress,Ahmedabad
2945,Shipment Delay,Low,Mechanical failure delayed freight movement. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad
2946,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Mumbai facility during shift 3.,Resolved,Hyderabad
2947,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Pune facility during shift 1.,Resolved,Mumbai
2948,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Delhi facility during shift 1.,Resolved,Chennai
2949,Warehouse Issue,High,Cycle count discrepancy identified. Reported at Hyderabad facility during shift 3.,In Progress,Kolkata
2950,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru
2951,Transportation Failure,Low,Route planning error delayed movement. Reported at Ahmedabad facility during shift 3.,In Progress,Kolkata
2952,Documentation Error,Medium,Labeling information did not match shipment. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai
2953,Inventory Shortage,Critical,Demand exceeded available stock levels. Reported at Ahmedabad facility during shift 2.,In Progress,Ahmedabad
2954,Documentation Error,High,Required compliance document missing. Reported at Bengaluru facility during shift 1.,In Progress,Kolkata
2955,Inventory Shortage,Medium,Demand exceeded available stock levels. Reported at Hyderabad facility during shift 3.,Open,Ahmedabad
2956,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Mumbai facility during shift 3.,In Progress,Delhi
2957,Transportation Failure,Low,Transportation network disruption reported. Reported at Delhi facility during shift 1.,Open,Ahmedabad
2958,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Delhi facility during shift 1.,Open,Delhi
2959,Customs Issue,High,Customs valuation dispute identified. Reported at Chennai facility during shift 3.,Resolved,Hyderabad
2960,Shipment Delay,Medium,Holiday demand surge caused shipping delays. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad
2961,Inventory Shortage,Critical,Warehouse unable to fulfill requested quantity. Reported at Mumbai facility during shift 1.,Open,Hyderabad
2962,Customs Issue,Critical,Shipment flagged for compliance audit. Reported at Chennai facility during shift 1.,In Progress,Hyderabad
2963,Damaged Goods,High,Temperature excursion affected product quality. Reported at Delhi facility during shift 1.,In Progress,Pune
2964,Documentation Error,Critical,Labeling information did not match shipment. Reported at Bengaluru facility during shift 3.,Resolved,Pune
2965,Transportation Failure,Low,Trailer availability issue delayed dispatch. Reported at Chennai facility during shift 3.,Open,Hyderabad
2966,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Kolkata facility during shift 2.,Resolved,Mumbai
2967,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,Open,Hyderabad
2968,Documentation Error,Medium,Purchase order details inconsistent. Reported at Mumbai facility during shift 3.,Open,Ahmedabad
2969,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Hyderabad facility during shift 1.,In Progress,Delhi
2970,Transportation Failure,Critical,Equipment malfunction impacted transport operations. Reported at Kolkata facility during shift 3.,Resolved,Ahmedabad
2971,Customs Issue,Low,Customs valuation dispute identified. Reported at Chennai facility during shift 2.,In Progress,Bengaluru
2972,Customs Issue,High,Customs clearance process delayed. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai
2973,Damaged Goods,High,Pallet collapse resulted in product damage. Reported at Chennai facility during shift 2.,Resolved,Bengaluru
2974,Inventory Shortage,High,Inventory forecast underestimated demand. Reported at Hyderabad facility during shift 3.,Resolved,Bengaluru
2975,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Kolkata facility during shift 2.,In Progress,Kolkata
2976,Inventory Shortage,Critical,Stockout occurred at fulfillment center. Reported at Chennai facility during shift 3.,Resolved,Hyderabad
2977,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Kolkata facility during shift 2.,Resolved,Hyderabad
2978,Documentation Error,Medium,Purchase order details inconsistent. Reported at Chennai facility during shift 2.,In Progress,Delhi
2979,Shipment Delay,Medium,Last-mile delivery partner unavailable. Reported at Chennai facility during shift 1.,Open,Kolkata
2980,Inventory Shortage,High,Inventory replenishment delayed. Reported at Pune facility during shift 3.,Resolved,Kolkata
2981,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Delhi facility during shift 1.,Resolved,Bengaluru
2982,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Kolkata facility during shift 3.,Open,Chennai
2983,Transportation Failure,Medium,Carrier failed to pick up shipment. Reported at Hyderabad facility during shift 2.,Resolved,Ahmedabad
2984,Documentation Error,Low,Documentation approval pending correction. Reported at Mumbai facility during shift 2.,Open,Mumbai
2985,Damaged Goods,Medium,Product packaging torn during loading. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru
2986,Damaged Goods,High,Fragile goods mishandled during unloading. Reported at Delhi facility during shift 1.,Open,Bengaluru
2987,Inventory Shortage,Medium,Inventory forecast underestimated demand. Reported at Kolkata facility during shift 1.,Open,Chennai
2988,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,Resolved,Chennai
2989,Inventory Shortage,Medium,Safety stock threshold breached. Reported at Hyderabad facility during shift 2.,In Progress,Mumbai
2990,Documentation Error,Medium,Missing invoice delayed processing. Reported at Kolkata facility during shift 2.,Open,Hyderabad
