incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
2024,Inventory Shortage,Medium,Warehouse stock shortage detected. Reported at Bengaluru facility during shift 2.,In Progress,Kolkata,warehouse stock shortage detect report bengaluru facility shift
2025,Customs Issue,Low,Import documentation under review. Reported at Kolkata facility during shift 1.,In Progress,Ahmedabad,import documentation review report kolkata facility shift
2026,Shipment Delay,Low,Carrier scheduling issue caused shipment delay. Reported at Kolkata facility during shift 1.,Resolved,Mumbai,carrier schedule issue cause shipment delay report kolkata facility shift
2027,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Mumbai facility during shift 2.,Open,Kolkata,thirdparty carrier cancel shipment book report mumbai facility shift
2028,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Chennai facility during shift 1.,Resolved,Kolkata,space constraint affect storage operations report chennai facility shift
2029,Customs Issue,Medium,Import permit approval pending. Reported at Chennai facility during shift 2.,Resolved,Kolkata,import permit approval pending report chennai facility shift
2030,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Chennai facility during shift 2.,Resolved,Mumbai,thirdparty carrier cancel shipment book report chennai facility shift
2031,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Ahmedabad facility during shift 3.,In Progress,Pune,invoice value discrepancy identify report ahmedabad facility shift
2032,Warehouse Issue,High,Inventory misplaced within storage area. Reported at Pune facility during shift 1.,In Progress,Kolkata,inventory misplace within storage area report pune facility shift
2033,Warehouse Issue,Low,Dock congestion slowed warehouse throughput. Reported at Mumbai facility during shift 1.,Resolved,Hyderabad,dock congestion slow warehouse throughput report mumbai facility shift
2034,Inventory Shortage,Low,Backordered items unavailable for dispatch. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai,backordered items unavailable dispatch report ahmedabad facility shift
2035,Shipment Delay,Medium,Holiday demand surge caused shipping delays. Reported at Ahmedabad facility during shift 2.,Resolved,Pune,holiday demand surge cause ship delay report ahmedabad facility shift
2036,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Pune facility during shift 3.,Open,Hyderabad,pallet collapse result product damage report pune facility shift
2037,Inventory Shortage,Low,Stockout occurred at fulfillment center. Reported at Pune facility during shift 2.,In Progress,Hyderabad,stockout occur fulfillment center report pune facility shift
2038,Customs Issue,High,Shipment held by customs authorities. Reported at Mumbai facility during shift 2.,Resolved,Kolkata,shipment hold customs authorities report mumbai facility shift
2039,Inventory Shortage,Low,Inventory replenishment delayed. Reported at Mumbai facility during shift 3.,Resolved,Delhi,inventory replenishment delay report mumbai facility shift
2040,Customs Issue,Medium,Import permit approval pending. Reported at Kolkata facility during shift 2.,In Progress,Bengaluru,import permit approval pending report kolkata facility shift
2041,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Ahmedabad facility during shift 1.,In Progress,Chennai,order consolidation process delay shipment report ahmedabad facility shift
2042,Inventory Shortage,Medium,Cycle count revealed stock deficiency. Reported at Mumbai facility during shift 2.,Resolved,Mumbai,cycle count reveal stock deficiency report mumbai facility shift
2043,Damaged Goods,Medium,Receiving inspection identified damaged goods. Reported at Hyderabad facility during shift 2.,Open,Hyderabad,receive inspection identify damage goods report hyderabad facility shift
2044,Customs Issue,Critical,Customs valuation dispute identified. Reported at Mumbai facility during shift 2.,Open,Hyderabad,customs valuation dispute identify report mumbai facility shift
2045,Damaged Goods,High,Container impact damaged shipment contents. Reported at Bengaluru facility during shift 3.,In Progress,Ahmedabad,container impact damage shipment content report bengaluru facility shift
2046,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Kolkata facility during shift 2.,Open,Hyderabad,unexpected order spike exhaust stock report kolkata facility shift
2047,Documentation Error,Medium,Missing certificate delayed shipment release. Reported at Chennai facility during shift 3.,Open,Hyderabad,miss certificate delay shipment release report chennai facility shift
2048,Damaged Goods,Low,Package damaged during transportation. Reported at Kolkata facility during shift 1.,In Progress,Delhi,package damage transportation report kolkata facility shift
2049,Damaged Goods,High,Shipment contents damaged in transit. Reported at Ahmedabad facility during shift 3.,Resolved,Pune,shipment content damage transit report ahmedabad facility shift
2050,Shipment Delay,High,Unexpected weather conditions slowed transportation. Reported at Bengaluru facility during shift 1.,Open,Mumbai,unexpected weather condition slow transportation report bengaluru facility shift
2051,Documentation Error,Medium,Required compliance document missing. Reported at Ahmedabad facility during shift 3.,Resolved,Pune,require compliance document miss report ahmedabad facility shift
2052,Documentation Error,Low,Purchase order details inconsistent. Reported at Ahmedabad facility during shift 3.,In Progress,Pune,purchase order detail inconsistent report ahmedabad facility shift
2053,Damaged Goods,Medium,Transit vibration caused product defects. Reported at Ahmedabad facility during shift 1.,Resolved,Ahmedabad,transit vibration cause product defect report ahmedabad facility shift
2054,Inventory Shortage,Medium,Backordered items unavailable for dispatch. Reported at Delhi facility during shift 3.,In Progress,Chennai,backordered items unavailable dispatch report delhi facility shift
2055,Customs Issue,Medium,Trade compliance review delayed processing. Reported at Mumbai facility during shift 3.,In Progress,Mumbai,trade compliance review delay process report mumbai facility shift
2056,Inventory Shortage,Low,Procurement delay affected inventory availability. Reported at Pune facility during shift 2.,In Progress,Ahmedabad,procurement delay affect inventory availability report pune facility shift
2057,Customs Issue,Medium,Import permit approval pending. Reported at Chennai facility during shift 1.,Open,Pune,import permit approval pending report chennai facility shift
2058,Documentation Error,High,Purchase order details inconsistent. Reported at Kolkata facility during shift 1.,In Progress,Ahmedabad,purchase order detail inconsistent report kolkata facility shift
2059,Inventory Shortage,Medium,Supplier delay created inventory gap. Reported at Delhi facility during shift 2.,Open,Mumbai,supplier delay create inventory gap report delhi facility shift
2060,Transportation Failure,Medium,Logistics partner experienced operational failure. Reported at Bengaluru facility during shift 1.,Open,Delhi,logistics partner experience operational failure report bengaluru facility shift
2061,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Kolkata facility during shift 3.,Open,Kolkata,space constraint affect storage operations report kolkata facility shift
2062,Documentation Error,Medium,Required compliance document missing. Reported at Pune facility during shift 2.,Resolved,Pune,require compliance document miss report pune facility shift
2063,Documentation Error,High,Labeling information did not match shipment. Reported at Kolkata facility during shift 1.,In Progress,Ahmedabad,label information match shipment report kolkata facility shift
2064,Damaged Goods,Critical,Transit vibration caused product defects. Reported at Ahmedabad facility during shift 1.,Open,Kolkata,transit vibration cause product defect report ahmedabad facility shift
2065,Damaged Goods,Medium,Package damaged during transportation. Reported at Pune facility during shift 2.,Resolved,Mumbai,package damage transportation report pune facility shift
2066,Transportation Failure,Medium,Route planning error delayed movement. Reported at Kolkata facility during shift 2.,Resolved,Chennai,route plan error delay movement report kolkata facility shift
2067,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Delhi facility during shift 3.,Open,Kolkata,bill lade information mismatch detect report delhi facility shift
2068,Shipment Delay,Medium,Container missed connecting vessel. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai,container miss connect vessel report bengaluru facility shift
